index,coref_content,industry
33,"’re’re also told a sporty RS trim will be part of the new Trailblazer line that, aside from the badge, includes a two-tone roof.“The Trailblazer’s great design enables more personalization,” said Steve Majoros, director of Chevrolet passenger car and crossover marketing.",automotiveEngineering
33,“Trailblazer is a continuation of the design language for Chevy’s crossover family and extends our momentum into one of the industry’s fastest-growing segments.”,automotiveEngineering
34,The Buick Encore's big sibling has arrived.,automotiveEngineering
34,"A new model called the Encore GX that's already released for the China market is officially coming to the U.S., slotting in above the Encore and below the Envision in Buick's SUV lineup.",automotiveEngineering
34,"Despite sharing sharing its name with the existing Encore name with the existing Encore, this does not replace Buick's smallest crossover and will instead be sold alongside this, similar to Nissan's strategy with the larger Rogue and smaller Rogue Sport.",automotiveEngineering
34,"With a longer wheelbase than the tiny Encore, the Encore GX is around the same size as a Jeep Compass, Buick says.",automotiveEngineering
34,"There aren't any specifications available yet, but we do know the Encore GX will have a turbocharged four-cylinder engine, an automatic transmission, and either front- or all-wheel drive.",automotiveEngineering
34,"Buick promises that the Encore GX will offer more power than the standard Encore, which is being relegated to a single engine choice for 2020, a 138-hp turbocharged 1.4-liter four (the previous 153-hp turbo 1.4-liter four has been dropped).",automotiveEngineering
35,"The Audi Q8 isn’t the fastest luxury SUV in the world, but The Audi Q8 may be one of the quickest around town.",automotiveEngineering
35,"Not because of its 335 hp turbocharged V6 and all-wheel-drive, but because Not because of its 335 hp can help you avoid red lights.",automotiveEngineering
35,At least some of them.,automotiveEngineering
35,"The Q8 is equipped with the latest version of Audi’s Traffic Light Information system (TLI), which taps into a city’s traffic control system and knows exactly when the lights are going to change.",automotiveEngineering
35,This data is useful in a few ways.,automotiveEngineering
35,"First, when you’re stopped at a red light, the car displays a countdown to when the car will turn green, which takes away the sometimes frustrating uncertainty and allows you to make better use of your time than staring at a red light in anticipation.",automotiveEngineering
35,"The timer turns off when there are four seconds left to encourage you to reengage with the road ahead as the light goes green, so you don’t run into anything when you do.",automotiveEngineering
36,Chinese EV startup NIO has indefinitely delayed Chinese EV startup NIO upcoming electric sedan just six weeks after unveiling a concept version of the car at the Shanghai Auto Show.,automotiveEngineering
36,"The news comes as the startup released unaudited financial results for the first quarter of 2019, which show NIO lost $390 million as deliveries of The news ES8 electric SUV dropped to 3,989 (down from 7,980 during the fourth quarter of 2018).NIO had not previously set a ship date for the sedan, known as the ET7, but the company’s founder and CEO William Li said the company’s founder and CEO William Li is postponed during an investor call on Tuesday.",automotiveEngineering
36,"Li said NIO recently decided to build the sedan on an all-new technological platform, which will push back the timeline for the car.",automotiveEngineering
36,He also said NIO won’t be able to build cars on this new platform until this new platform has this new platform own manufacturing facility.,automotiveEngineering
36,"The startup currently outsources production to state-owned automaker Anhui Jianghuai Automobile Group, or JAC, and The startup will continue to for the foreseeable future after abandoning plans for a factory outside Shanghai.",automotiveEngineering
37,Big automakers like Ford  (F - Get Report) and General Motors (GM - Get Report) have been cranking out light trucks and SUVs over the past year at a record rate of 8 million annually.,automotiveEngineering
37,"But sales haven't kept up, and now dealer lots are starting to get full: U.S. inventories of the large vehicles have reached an unprecedented level of nearly 3 million, according to a new report from Bank of America, citing the auto-industry data tracker Wards Intelligence.",automotiveEngineering
37,The backlog could spell trouble for shareholders of the automakers as well as employees.,automotiveEngineering
37,But the broader U.S. economy could suffer too.,automotiveEngineering
37,"The overhang in inventories could shave off a crucial source of U.S. growth, Bank of America economists warned.",automotiveEngineering
37,"The hit to gross domestic product, or GDP, is likely to be about 0.2 percentage point in 2019, wrote Bank of America economists Michelle Meyer and Anna Zhou in a report.",automotiveEngineering
37,The lender currently expects overall GDP growth to slip to 2.5% this year from about 2.9% in 2018.,automotiveEngineering
37,"""A weakening in the auto cycle will serve as a drag to the economy,"" according to the report.",automotiveEngineering
38,"Shopping for a conventional SUV in the Subaru showroom these days comes down to two primary choices, the compact 2019 Subaru Forester and the mid-size 2019 Subaru Ascent.",automotiveEngineering
38,"Sure, you also could include the brand's Outback station wagon and subcompact Crosstrek hatchback in the mix.",automotiveEngineering
38,"But the Forester and Ascent both are capable enough in many ways to be cross-shopped with each other, depending on what exactly you're looking for.",automotiveEngineering
38,"While we've grown to appreciate the overall agreeableness and three rows of seats in we long-term Ascent test vehicle, there's a lot to like about the latest Forester as well.",automotiveEngineering
38,"With only two rows of seats versus three in the Ascent, the Forester is 14.7 inches shorter, 4.5 inches narrower, and has 8.7 fewer inches between the Forester axles.",automotiveEngineering
38,"Pricing for the Forester starts at $25,270 and can run into the mid-$30,000s, whereas the larger Ascent will set you back at least $32,970 and the top-level Touring model tops $45K.",automotiveEngineering
38,"Although the two share a family resemblance, the Ascent's taller beltline and narrower side windows gives the Ascent a more traditional SUV-like appearance versus the Forester's tall-station-wagon look.",automotiveEngineering
38,"The styling creates two different experiences behind the wheel, with the Forester's expansive windows providing more unobstructed views of the road ahead and to the sides.",automotiveEngineering
39,If you’ve wanted a Ford Focus ST then you’re likely resigned to driving a hatch.,automotiveEngineering
